node_id,values,exprs,parent_values,parent_exprs,parent_id,depth
2272,"(9.0,)","('(1*(6*(6/4)))',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
2273,"(0.1111111111111111,)","('(1/(6*(6/4)))',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
2274,"(9.0,)","('((6*(6/4))/1)',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
2275,"(10.0,)","('((6*(6/4))+1)',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
2276,"(9.0,)","('((6*(6/4))*1)',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
2277,"(5.0,)","('(1+(6/(6/4)))',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2278,"(-3.0,)","('(1-(6/(6/4)))',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2279,"(3.0,)","('((6/(6/4))-1)',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2280,"(4.0,)","('(1*(6/(6/4)))',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2281,"(0.25,)","('(1/(6/(6/4)))',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2282,"(4.0,)","('((6/(6/4))/1)',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2283,"(5.0,)","('((6/(6/4))+1)',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2284,"(4.0,)","('((6/(6/4))*1)',)","(1, 4.0)","('1', '(6/(6/4))')",239.0,3
2285,"(1.25,)","('(1+((6/4)/6))',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2286,"(0.75,)","('(1-((6/4)/6))',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2287,"(-0.75,)","('(((6/4)/6)-1)',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2288,"(0.25,)","('(1*((6/4)/6))',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2289,"(4.0,)","('(1/((6/4)/6))',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2290,"(0.25,)","('(((6/4)/6)/1)',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2291,"(1.25,)","('(((6/4)/6)+1)',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2292,"(0.25,)","('(((6/4)/6)*1)',)","(1, 0.25)","('1', '((6/4)/6)')",240.0,3
2293,"(8.5,)","('(6+((6/4)+1))',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2294,"(3.5,)","('(6-((6/4)+1))',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2295,"(-3.5,)","('(((6/4)+1)-6)',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2296,"(15.0,)","('(6*((6/4)+1))',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2297,"(2.4,)","('(6/((6/4)+1))',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2298,"(0.4166666666666667,)","('(((6/4)+1)/6)',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2299,"(8.5,)","('(((6/4)+1)+6)',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2300,"(15.0,)","('(((6/4)+1)*6)',)","(6, 2.5)","('6', '((6/4)+1)')",241.0,3
2301,"(7.5,)","('(6+((6/4)*1))',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2302,"(4.5,)","('(6-((6/4)*1))',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2303,"(-4.5,)","('(((6/4)*1)-6)',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2304,"(9.0,)","('(6*((6/4)*1))',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2305,"(4.0,)","('(6/((6/4)*1))',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2306,"(0.25,)","('(((6/4)*1)/6)',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2307,"(7.5,)","('(((6/4)*1)+6)',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2308,"(9.0,)","('(((6/4)*1)*6)',)","(6, 1.5)","('6', '((6/4)*1)')",242.0,3
2309,"(8.5,)","('(1+((6/4)+6))',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2310,"(-6.5,)","('(1-((6/4)+6))',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2311,"(6.5,)","('(((6/4)+6)-1)',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2312,"(7.5,)","('(1*((6/4)+6))',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2313,"(0.13333333333333333,)","('(1/((6/4)+6))',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2314,"(7.5,)","('(((6/4)+6)/1)',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2315,"(8.5,)","('(((6/4)+6)+1)',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2316,"(7.5,)","('(((6/4)+6)*1)',)","(1, 7.5)","('1', '((6/4)+6)')",243.0,3
2317,"(10.0,)","('(1+((6/4)*6))',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2318,"(-8.0,)","('(1-((6/4)*6))',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2319,"(8.0,)","('(((6/4)*6)-1)',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2320,"(9.0,)","('(1*((6/4)*6))',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2321,"(0.1111111111111111,)","('(1/((6/4)*6))',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2322,"(9.0,)","('(((6/4)*6)/1)',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2323,"(10.0,)","('(((6/4)*6)+1)',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2324,"(9.0,)","('(((6/4)*6)*1)',)","(1, 9.0)","('1', '((6/4)*6)')",244.0,3
2325,"(17,)","('((1+4)+(6+6))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2326,"(-7,)","('((1+4)-(6+6))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2327,"(7,)","('((6+6)-(1+4))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2328,"(60,)","('((1+4)*(6+6))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2329,"(0.4166666666666667,)","('((1+4)/(6+6))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2330,"(2.4,)","('((6+6)/(1+4))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2331,"(17,)","('((6+6)+(1+4))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2332,"(60,)","('((6+6)*(1+4))',)","(5, 12)","('(1+4)', '(6+6)')",245.0,3
2333,"(5,)","('((1+4)+(6-6))',)","(5, 0)","('(1+4)', '(6-6)')",246.0,3
2334,"(5,)","('((1+4)-(6-6))',)","(5, 0)","('(1+4)', '(6-6)')",246.0,3
2335,"(-5,)","('((6-6)-(1+4))',)","(5, 0)","('(1+4)', '(6-6)')",246.0,3
2336,"(0,)","('((1+4)*(6-6))',)","(5, 0)","('(1+4)', '(6-6)')",246.0,3
2337,"(0.0,)","('((6-6)/(1+4))',)","(5, 0)","('(1+4)', '(6-6)')",246.0,3
2338,"(5,)","('((6-6)+(1+4))',)","(5, 0)","('(1+4)', '(6-6)')",246.0,3
2339,"(0,)","('((6-6)*(1+4))',)","(5, 0)","('(1+4)', '(6-6)')",246.0,3
2340,"(41,)","('((1+4)+(6*6))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2341,"(-31,)","('((1+4)-(6*6))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2342,"(31,)","('((6*6)-(1+4))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2343,"(180,)","('((1+4)*(6*6))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2344,"(0.1388888888888889,)","('((1+4)/(6*6))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2345,"(7.2,)","('((6*6)/(1+4))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2346,"(41,)","('((6*6)+(1+4))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2347,"(180,)","('((6*6)*(1+4))',)","(5, 36)","('(1+4)', '(6*6)')",247.0,3
2348,"(6.0,)","('((1+4)+(6/6))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2349,"(4.0,)","('((1+4)-(6/6))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2350,"(-4.0,)","('((6/6)-(1+4))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2351,"(5.0,)","('((1+4)*(6/6))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2352,"(5.0,)","('((1+4)/(6/6))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2353,"(0.2,)","('((6/6)/(1+4))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2354,"(6.0,)","('((6/6)+(1+4))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2355,"(5.0,)","('((6/6)*(1+4))',)","(5, 1.0)","('(1+4)', '(6/6)')",248.0,3
2356,"(17,)","('(6+(6+(1+4)))',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2357,"(-5,)","('(6-(6+(1+4)))',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2358,"(5,)","('((6+(1+4))-6)',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2359,"(66,)","('(6*(6+(1+4)))',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2360,"(0.5454545454545454,)","('(6/(6+(1+4)))',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2361,"(1.8333333333333333,)","('((6+(1+4))/6)',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2362,"(17,)","('((6+(1+4))+6)',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2363,"(66,)","('((6+(1+4))*6)',)","(6, 11)","('6', '(6+(1+4))')",249.0,3
2364,"(7,)","('(6+(6-(1+4)))',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2365,"(5,)","('(6-(6-(1+4)))',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2366,"(-5,)","('((6-(1+4))-6)',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2367,"(6,)","('(6*(6-(1+4)))',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2368,"(6.0,)","('(6/(6-(1+4)))',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2369,"(0.16666666666666666,)","('((6-(1+4))/6)',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2370,"(7,)","('((6-(1+4))+6)',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2371,"(6,)","('((6-(1+4))*6)',)","(6, 1)","('6', '(6-(1+4))')",250.0,3
2372,"(5,)","('(6+((1+4)-6))',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2373,"(7,)","('(6-((1+4)-6))',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2374,"(-7,)","('(((1+4)-6)-6)',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2375,"(-6,)","('(6*((1+4)-6))',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2376,"(-6.0,)","('(6/((1+4)-6))',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2377,"(-0.16666666666666666,)","('(((1+4)-6)/6)',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2378,"(5,)","('(((1+4)-6)+6)',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2379,"(-6,)","('(((1+4)-6)*6)',)","(6, -1)","('6', '((1+4)-6)')",251.0,3
2380,"(36,)","('(6+(6*(1+4)))',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2381,"(-24,)","('(6-(6*(1+4)))',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2382,"(24,)","('((6*(1+4))-6)',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2383,"(180,)","('(6*(6*(1+4)))',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2384,"(0.2,)","('(6/(6*(1+4)))',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2385,"(5.0,)","('((6*(1+4))/6)',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2386,"(36,)","('((6*(1+4))+6)',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2387,"(180,)","('((6*(1+4))*6)',)","(6, 30)","('6', '(6*(1+4))')",252.0,3
2388,"(7.2,)","('(6+(6/(1+4)))',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2389,"(4.8,)","('(6-(6/(1+4)))',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2390,"(-4.8,)","('((6/(1+4))-6)',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2391,"(7.199999999999999,)","('(6*(6/(1+4)))',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2392,"(5.0,)","('(6/(6/(1+4)))',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2393,"(0.19999999999999998,)","('((6/(1+4))/6)',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2394,"(7.2,)","('((6/(1+4))+6)',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2395,"(7.199999999999999,)","('((6/(1+4))*6)',)","(6, 1.2)","('6', '(6/(1+4))')",253.0,3
2396,"(6.833333333333333,)","('(6+((1+4)/6))',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2397,"(5.166666666666667,)","('(6-((1+4)/6))',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2398,"(-5.166666666666667,)","('(((1+4)/6)-6)',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2399,"(5.0,)","('(6*((1+4)/6))',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2400,"(7.199999999999999,)","('(6/((1+4)/6))',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2401,"(0.1388888888888889,)","('(((1+4)/6)/6)',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2402,"(6.833333333333333,)","('(((1+4)/6)+6)',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2403,"(5.0,)","('(((1+4)/6)*6)',)","(6, 0.8333333333333334)","('6', '((1+4)/6)')",254.0,3
2404,"(17,)","('(6+((1+4)+6))',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2405,"(-5,)","('(6-((1+4)+6))',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2406,"(5,)","('(((1+4)+6)-6)',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2407,"(66,)","('(6*((1+4)+6))',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2408,"(0.5454545454545454,)","('(6/((1+4)+6))',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2409,"(1.8333333333333333,)","('(((1+4)+6)/6)',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2410,"(17,)","('(((1+4)+6)+6)',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2411,"(66,)","('(((1+4)+6)*6)',)","(6, 11)","('6', '((1+4)+6)')",255.0,3
2412,"(36,)","('(6+((1+4)*6))',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2413,"(-24,)","('(6-((1+4)*6))',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2414,"(24,)","('(((1+4)*6)-6)',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2415,"(180,)","('(6*((1+4)*6))',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2416,"(0.2,)","('(6/((1+4)*6))',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2417,"(5.0,)","('(((1+4)*6)/6)',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2418,"(36,)","('(((1+4)*6)+6)',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2419,"(180,)","('(((1+4)*6)*6)',)","(6, 30)","('6', '((1+4)*6)')",256.0,3
2420,"(16,)","('((1*4)+(6+6))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2421,"(-8,)","('((1*4)-(6+6))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2422,"(8,)","('((6+6)-(1*4))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2423,"(48,)","('((1*4)*(6+6))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2424,"(0.3333333333333333,)","('((1*4)/(6+6))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2425,"(3.0,)","('((6+6)/(1*4))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2426,"(16,)","('((6+6)+(1*4))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2427,"(48,)","('((6+6)*(1*4))',)","(4, 12)","('(1*4)', '(6+6)')",257.0,3
2428,"(4,)","('((1*4)+(6-6))',)","(4, 0)","('(1*4)', '(6-6)')",258.0,3
2429,"(4,)","('((1*4)-(6-6))',)","(4, 0)","('(1*4)', '(6-6)')",258.0,3
2430,"(-4,)","('((6-6)-(1*4))',)","(4, 0)","('(1*4)', '(6-6)')",258.0,3
2431,"(0,)","('((1*4)*(6-6))',)","(4, 0)","('(1*4)', '(6-6)')",258.0,3
2432,"(0.0,)","('((6-6)/(1*4))',)","(4, 0)","('(1*4)', '(6-6)')",258.0,3
2433,"(4,)","('((6-6)+(1*4))',)","(4, 0)","('(1*4)', '(6-6)')",258.0,3
2434,"(0,)","('((6-6)*(1*4))',)","(4, 0)","('(1*4)', '(6-6)')",258.0,3
2435,"(40,)","('((1*4)+(6*6))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2436,"(-32,)","('((1*4)-(6*6))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2437,"(32,)","('((6*6)-(1*4))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2438,"(144,)","('((1*4)*(6*6))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2439,"(0.1111111111111111,)","('((1*4)/(6*6))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2440,"(9.0,)","('((6*6)/(1*4))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2441,"(40,)","('((6*6)+(1*4))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2442,"(144,)","('((6*6)*(1*4))',)","(4, 36)","('(1*4)', '(6*6)')",259.0,3
2443,"(5.0,)","('((1*4)+(6/6))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2444,"(3.0,)","('((1*4)-(6/6))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2445,"(-3.0,)","('((6/6)-(1*4))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2446,"(4.0,)","('((1*4)*(6/6))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2447,"(4.0,)","('((1*4)/(6/6))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2448,"(0.25,)","('((6/6)/(1*4))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2449,"(5.0,)","('((6/6)+(1*4))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2450,"(4.0,)","('((6/6)*(1*4))',)","(4, 1.0)","('(1*4)', '(6/6)')",260.0,3
2451,"(16,)","('(6+(6+(1*4)))',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2452,"(-4,)","('(6-(6+(1*4)))',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2453,"(4,)","('((6+(1*4))-6)',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2454,"(60,)","('(6*(6+(1*4)))',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2455,"(0.6,)","('(6/(6+(1*4)))',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2456,"(1.6666666666666667,)","('((6+(1*4))/6)',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2457,"(16,)","('((6+(1*4))+6)',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2458,"(60,)","('((6+(1*4))*6)',)","(6, 10)","('6', '(6+(1*4))')",261.0,3
2459,"(8,)","('(6+(6-(1*4)))',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2460,"(4,)","('(6-(6-(1*4)))',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2461,"(-4,)","('((6-(1*4))-6)',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2462,"(12,)","('(6*(6-(1*4)))',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2463,"(3.0,)","('(6/(6-(1*4)))',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2464,"(0.3333333333333333,)","('((6-(1*4))/6)',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2465,"(8,)","('((6-(1*4))+6)',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2466,"(12,)","('((6-(1*4))*6)',)","(6, 2)","('6', '(6-(1*4))')",262.0,3
2467,"(4,)","('(6+((1*4)-6))',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2468,"(8,)","('(6-((1*4)-6))',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2469,"(-8,)","('(((1*4)-6)-6)',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2470,"(-12,)","('(6*((1*4)-6))',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2471,"(-3.0,)","('(6/((1*4)-6))',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2472,"(-0.3333333333333333,)","('(((1*4)-6)/6)',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2473,"(4,)","('(((1*4)-6)+6)',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2474,"(-12,)","('(((1*4)-6)*6)',)","(6, -2)","('6', '((1*4)-6)')",263.0,3
2475,"(30,)","('(6+(6*(1*4)))',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2476,"(-18,)","('(6-(6*(1*4)))',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2477,"(18,)","('((6*(1*4))-6)',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2478,"(144,)","('(6*(6*(1*4)))',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2479,"(0.25,)","('(6/(6*(1*4)))',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2480,"(4.0,)","('((6*(1*4))/6)',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2481,"(30,)","('((6*(1*4))+6)',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2482,"(144,)","('((6*(1*4))*6)',)","(6, 24)","('6', '(6*(1*4))')",264.0,3
2483,"(7.5,)","('(6+(6/(1*4)))',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2484,"(4.5,)","('(6-(6/(1*4)))',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2485,"(-4.5,)","('((6/(1*4))-6)',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2486,"(9.0,)","('(6*(6/(1*4)))',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2487,"(4.0,)","('(6/(6/(1*4)))',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2488,"(0.25,)","('((6/(1*4))/6)',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2489,"(7.5,)","('((6/(1*4))+6)',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2490,"(9.0,)","('((6/(1*4))*6)',)","(6, 1.5)","('6', '(6/(1*4))')",265.0,3
2491,"(6.666666666666667,)","('(6+((1*4)/6))',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2492,"(5.333333333333333,)","('(6-((1*4)/6))',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2493,"(-5.333333333333333,)","('(((1*4)/6)-6)',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2494,"(4.0,)","('(6*((1*4)/6))',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2495,"(9.0,)","('(6/((1*4)/6))',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2496,"(0.1111111111111111,)","('(((1*4)/6)/6)',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2497,"(6.666666666666667,)","('(((1*4)/6)+6)',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2498,"(4.0,)","('(((1*4)/6)*6)',)","(6, 0.6666666666666666)","('6', '((1*4)/6)')",266.0,3
2499,"(16,)","('(6+((1*4)+6))',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2500,"(-4,)","('(6-((1*4)+6))',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2501,"(4,)","('(((1*4)+6)-6)',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2502,"(60,)","('(6*((1*4)+6))',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2503,"(0.6,)","('(6/((1*4)+6))',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2504,"(1.6666666666666667,)","('(((1*4)+6)/6)',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2505,"(16,)","('(((1*4)+6)+6)',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2506,"(60,)","('(((1*4)+6)*6)',)","(6, 10)","('6', '((1*4)+6)')",267.0,3
2507,"(30,)","('(6+((1*4)*6))',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2508,"(-18,)","('(6-((1*4)*6))',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2509,"(18,)","('(((1*4)*6)-6)',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2510,"(144,)","('(6*((1*4)*6))',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2511,"(0.25,)","('(6/((1*4)*6))',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2512,"(4.0,)","('(((1*4)*6)/6)',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2513,"(30,)","('(((1*4)*6)+6)',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2514,"(144,)","('(((1*4)*6)*6)',)","(6, 24)","('6', '((1*4)*6)')",268.0,3
2515,"(17,)","('(6+(4+(1+6)))',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2516,"(-5,)","('(6-(4+(1+6)))',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2517,"(5,)","('((4+(1+6))-6)',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2518,"(66,)","('(6*(4+(1+6)))',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2519,"(0.5454545454545454,)","('(6/(4+(1+6)))',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2520,"(1.8333333333333333,)","('((4+(1+6))/6)',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2521,"(17,)","('((4+(1+6))+6)',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2522,"(66,)","('((4+(1+6))*6)',)","(6, 11)","('6', '(4+(1+6))')",275.0,3
2523,"(3,)","('(6+(4-(1+6)))',)","(6, -3)","('6', '(4-(1+6))')",276.0,3
2524,"(9,)","('(6-(4-(1+6)))',)","(6, -3)","('6', '(4-(1+6))')",276.0,3
2525,"(-9,)","('((4-(1+6))-6)',)","(6, -3)","('6', '(4-(1+6))')",276.0,3
2526,"(-18,)","('(6*(4-(1+6)))',)","(6, -3)","('6', '(4-(1+6))')",276.0,3
